"filename", "language", "YAML", "Cairo", "Markdown", "Rust", "JSON", "Shell Script", "comment", "blank", "total"
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/jump_opcode_rel/prover.rs", "Rust", 0, 0, 0, -413, 0, 0, -5, -33, -451
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/jump_opcode_rel_imm/component.rs", "Rust", 0, 0, 0, -188, 0, 0, -6, -20, -214
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/jump_opcode_rel_imm/mod.rs", "Rust", 0, 0, 0, -4, 0, 0, 0, -2, -6
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/jump_opcode_rel_imm/prover.rs", "Rust", 0, 0, 0, -368, 0, 0, -5, -32, -405
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/memory/memory_address_to_id/component.rs", "Rust", 0, 0, 0, -84, 0, 0, -14, -13, -111
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/memory/memory_address_to_id/mod.rs", "Rust", 0, 0, 0, -5, 0, 0, 0, -3, -8
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/memory/memory_address_to_id/prover.rs", "Rust", 0, 0, 0, -180, 0, 0, -3, -27, -210
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/memory/memory_id_to_big/component.rs", "Rust", 0, 0, 0, -181, 0, 0, -11, -24, -216
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/memory/memory_id_to_big/mod.rs", "Rust", 0, 0, 0, -8, 0, 0, 0, -3, -11
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/memory/memory_id_to_big/prover.rs", "Rust", 0, 0, 0, -370, 0, 0, -17, -43, -430
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/memory/mod.rs", "Rust", 0, 0, 0, -4, 0, 0, -1, -2, -7
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/mod.rs", "Rust", 0, 0, 0, -31, 0, 0, -1, -3, -35
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/mul_opcode/component.rs", "Rust", 0, 0, 0, -1775, 0, 0, -9, -55, -1839
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/mul_opcode/mod.rs", "Rust", 0, 0, 0, -4, 0, 0, 0, -2, -6
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/mul_opcode/prover.rs", "Rust", 0, 0, 0, -2223, 0, 0, -7, -52, -2282
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/mul_opcode_imm/component.rs", "Rust", 0, 0, 0, -1762, 0, 0, -7, -55, -1824
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/mul_opcode_imm/mod.rs", "Rust", 0, 0, 0, -4, 0, 0, 0, -2, -6
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/mul_opcode_imm/prover.rs", "Rust", 0, 0, 0, -2179, 0, 0, -7, -52, -2238
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/range_check_vector/component.rs", "Rust", 0, 0, 0, -80, 0, 0, 0, -10, -90
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/range_check_vector/component_prover.rs", "Rust", 0, 0, 0, -202, 0, 0, -4, -39, -245
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/range_check_vector/mod.rs", "Rust", 0, 0, 0, -79, 0, 0, -8, -15, -102
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/ret_opcode/component.rs", "Rust", 0, 0, 0, -171, 0, 0, -3, -21, -195
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/ret_opcode/mod.rs", "Rust", 0, 0, 0, -4, 0, 0, 0, -2, -6
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/ret_opcode/prover.rs", "Rust", 0, 0, 0, -391, 0, 0, -5, -32, -428
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/utils.rs", "Rust", 0, 0, 0, -128, 0, 0, -25, -22, -175
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/verify_instruction/component.rs", "Rust", 0, 0, 0, -216, 0, 0, -21, -20, -257
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/verify_instruction/mod.rs", "Rust", 0, 0, 0, -4, 0, 0, 0, -2, -6
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/components/verify_instruction/prover.rs", "Rust", 0, 0, 0, -450, 0, 0, -5, -35, -490
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/felt.rs", "Rust", 0, 0, 0, -48, 0, 0, -14, -10, -72
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/input/README.md", "Markdown", 0, 0, -23, 0, 0, 0, 0, -12, -35
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/input/builtin_segments.rs", "Rust", 0, 0, 0, -225, 0, 0, -27, -22, -274
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/input/decode.rs", "Rust", 0, 0, 0, -88, 0, 0, -9, -12, -109
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/input/memory.rs", "Rust", 0, 0, 0, -314, 0, 0, -15, -29, -358
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/input/mod.rs", "Rust", 0, 0, 0, -22, 0, 0, -1, -5, -28
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/input/plain.rs", "Rust", 0, 0, 0, -97, 0, 0, -15, -14, -126
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/input/range_check_unit.rs", "Rust", 0, 0, 0, -68, 0, 0, -2, -10, -80
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/input/state_transitions.rs", "Rust", 0, 0, 0, -753, 0, 0, -64, -62, -879
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/input/test_builtins_segments/test_public_input.json", "JSON", 0, 0, 0, 0, -3036, 0, 0, -1, -3037
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/input/vm_import/json.rs", "Rust", 0, 0, 0, -6, 0, 0, -3, -2, -11
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/input/vm_import/mod.rs", "Rust", 0, 0, 0, -272, 0, 0, -14, -32, -318
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/lib.rs", "Rust", 0, 0, 0, -13, 0, 0, -1, -2, -16
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover/src/relations/mod.rs", "Rust", 0, 0, 0, -13, 0, 0, 0, -2, -15
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover_types/src/cpu.rs", "Rust", 0, 0, 0, -695, 0, 0, -30, -94, -819
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover_types/src/lib.rs", "Rust", 0, 0, 0, -3, 0, 0, 0, -1, -4
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/prover_types/src/simd.rs", "Rust", 0, 0, 0, -461, 0, 0, -11, -84, -556
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/recursion_bridge/src/lib.rs", "Rust", 0, 0, 0, -1, 0, 0, 0, -1, -2
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/recursion_bridge/src/proof_generation/mod.rs", "Rust", 0, 0, 0, -24, 0, 0, -1, -7, -32
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/run_and_prove/src/main.rs", "Rust", 0, 0, 0, -58, 0, 0, -7, -10, -75
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/utils/src/binary_utils.rs", "Rust", 0, 0, 0, -20, 0, 0, -1, -3, -24
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/utils/src/file_utils.rs", "Rust", 0, 0, 0, -30, 0, 0, -3, -4, -37
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/utils/src/lib.rs", "Rust", 0, 0, 0, -4, 0, 0, 0, -1, -5
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/utils/src/logging_utils.rs", "Rust", 0, 0, 0, -8, 0, 0, -3, -3, -14
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/utils/src/vm_utils.rs", "Rust", 0, 0, 0, -76, 0, 0, -7, -8, -91
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/crates/vm_runner/src/main.rs", "Rust", 0, 0, 0, -43, 0, 0, -7, -8, -58
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/scripts/clippy.sh", "Shell Script", 0, 0, 0, 0, 0, -2, -1, -2, -5
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/scripts/fetch_large_files.sh", "Shell Script", 0, 0, 0, 0, 0, -26, -6, -10, -42
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/scripts/rust_fmt.sh", "Shell Script", 0, 0, 0, 0, 0, -1, -1, -2, -4
"/home/alonf/workspace/stwo-cairo/stwo_cairo_prover/scripts/slow_tests.json", "JSON", 0, 0, 0, 0, -14, 0, 0, -1, -15
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/README.md", "Markdown", 0, 0, -41, 0, 0, 0, 0, -18, -59
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/bounded_int/src/lib.cairo", "Cairo", 0, -4, 0, 0, 0, 0, -2, -2, -8
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components.cairo", "Cairo", 0, -29, 0, 0, 0, 0, 0, -5, -34
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/addr_to_id.cairo", "Cairo", 0, -98, 0, 0, 0, 0, 0, -16, -114
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/addr_to_id/constraints.cairo", "Cairo", 0, -229, 0, 0, 0, 0, -4, -17, -250
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/genericopcode.cairo", "Cairo", 0, -246, 0, 0, 0, 0, 0, -24, -270
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/genericopcode/constraints.cairo", "Cairo", 0, -458, 0, 0, 0, 0, 0, -5, -463
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/id_to_f252.cairo", "Cairo", 0, -256, 0, 0, 0, 0, -1, -44, -301
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/id_to_f252/constraints_big.cairo", "Cairo", 0, -481, 0, 0, 0, 0, -8, -30, -519
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/id_to_f252/constraints_small.cairo", "Cairo", 0, -250, 0, 0, 0, 0, -5, -17, -272
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/jump_t_t_f_opcode.cairo", "Cairo", 0, -225, 0, 0, 0, 0, 0, -20, -245
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/jump_t_t_f_opcode/constraints.cairo", "Cairo", 0, -337, 0, 0, 0, 0, -7, -17, -361
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/range_check.cairo", "Cairo", 0, -276, 0, 0, 0, 0, -3, -42, -321
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/range_check/rc_19_constraints.cairo", "Cairo", 0, -72, 0, 0, 0, 0, -1, -7, -80
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/range_check/rc_4_3_constraints.cairo", "Cairo", 0, -82, 0, 0, 0, 0, -1, -9, -92
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/range_check/rc_7_2_5_constraints.cairo", "Cairo", 0, -88, 0, 0, 0, 0, -1, -7, -96
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/range_check/rc_9_9_constraints.cairo", "Cairo", 0, -82, 0, 0, 0, 0, -1, -7, -90
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/ret_opcode.cairo", "Cairo", 0, -177, 0, 0, 0, 0, 0, -19, -196
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/ret_opcode/constraints.cairo", "Cairo", 0, -302, 0, 0, 0, 0, -5, -19, -326
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/verify_instruction.cairo", "Cairo", 0, -193, 0, 0, 0, 0, 0, -24, -217
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/components/verify_instruction/constraints.cairo", "Cairo", 0, -393, 0, 0, 0, 0, -21, -33, -447
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/lib.cairo", "Cairo", 0, -724, 0, 0, 0, 0, -33, -109, -866
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/src/utils.cairo", "Cairo", 0, -96, 0, 0, 0, 0, -23, -20, -139
"/home/alonf/workspace/stwo-cairo/stwo_cairo_verifier/crates/cairo_air/tests/verify.cairo", "Cairo", 0, -17, 0, 0, 0, 0, 0, -3, -20
